filename,width,height,class,xmin,ymin,xmax,ymax
000000000715.jpg,640,480,apple,4.84,137.94,17.66,151.59
000000007913.jpg,500,375,apple,98.23,207.99,170.46,261.16
000000007913.jpg,500,375,apple,210.57,150.13,336.17,263.07
000000007913.jpg,500,375,apple,341.39,170.66,383.44,208.94
000000034915.jpg,414,500,orange,47.72,352.67,75.34,385.03
000000034915.jpg,414,500,orange,61.47,342.12,91.18,362.61
000000034915.jpg,414,500,orange,75.42,357.49,101.82,387.29
000000000715.jpg,640,480,orange,136.2,270.78,168.89,304.39
000000000715.jpg,640,480,orange,287.13,154.15,324.31,199.07
000000000715.jpg,640,480,orange,196.31,146.7,573.84,282.61
000000034915.jpg,414,500,orange,53.26,387.53,78.78,412.6
000000000715.jpg,640,480,orange,147.11,142.74,174.9,169.11
000000000715.jpg,640,480,orange,112.2,146.07,154.81,183.35
000000034915.jpg,414,500,orange,20.71,366.08,38.91,390.94
000000000715.jpg,640,480,orange,88.2,285.29,122.8,317.08
000000000715.jpg,640,480,orange,238.1,337.96,280.96,380.31
000000000715.jpg,640,480,orange,349.78,396.45,391.51,439.59
000000000715.jpg,640,480,orange,461.66,415.28,509.12,467.06
000000000715.jpg,640,480,orange,482.16,373.21,530.7,417.44
000000025521.jpg,640,480,apple,366.85,258.18,395.61,304.85
000000000715.jpg,640,480,apple,84.77,156.3,101.22,172.14
000000028864.jpg,500,384,apple,237.38,156.59,370.04,334.13
000000000715.jpg,640,480,apple,71.42,152.91,89.75,170.31
000000007913.jpg,500,375,apple,97.4,113.96,221.1,236.69
000000025521.jpg,640,480,apple,151.71,254.92,179.07,288.5
000000034915.jpg,414,500,orange,358.76,53.74,394.75,67.73
000000009077.jpg,640,427,orange,276.23,320.96,291.2,335.35
000000000715.jpg,640,480,orange,169.64,317.06,207.68,351.4
000000000715.jpg,640,480,orange,128.22,303.17,164.81,335.56
000000009077.jpg,640,427,orange,285.37,313.16,300.71,328.08
000000034915.jpg,414,500,orange,344.6,54.45,365.65,70.75
000000034915.jpg,414,500,orange,308.66,63.64,326.71,76.79
000000009077.jpg,640,427,orange,286.9,296.28,300.21,311.12
000000009077.jpg,640,427,orange,292,330.47,305.32,344.49
000000009077.jpg,640,427,orange,272.69,333.72,288.55,346.87
000000009077.jpg,640,427,orange,291.3,344.04,306.4,354.42
000000009077.jpg,640,427,orange,304.3,327.11,318.98,337.91
000000009077.jpg,640,427,orange,301.49,318.63,315.3,329.96
000000009077.jpg,640,427,orange,293.5,297.12,308.15,320.28
000000009077.jpg,640,427,banana,525.42,311.07,545.92,349.55
000000010324.jpg,425,640,apple,226.03,396.88,248.68,413.92
000000009077.jpg,640,427,apple,429.56,176.03,440.29,184.71
000000007913.jpg,500,375,apple,151.19,105.97,204.33,148.88
000000009077.jpg,640,427,apple,418.32,174.67,429.02,182.65
000000025521.jpg,640,480,apple,315.01,241.93,337.36,265.27
000000009077.jpg,640,427,apple,393.04,183.57,445.09,194.9
000000025521.jpg,640,480,apple,199.92,248.57,232.6,284.75
000000009077.jpg,640,427,apple,390.21,192.72,396.84,197.44
000000025521.jpg,640,480,apple,245.51,286.93,288.74,325.47
000000025521.jpg,640,480,apple,391.03,259.67,425.4,304.42
000000025521.jpg,640,480,apple,278.06,236.88,318.96,267.21
000000025521.jpg,640,480,apple,351.33,235.57,387.05,262.59
000000025521.jpg,640,480,apple,320.45,256.75,368.21,285.8
000000025521.jpg,640,480,apple,248.76,228.69,278.61,254.07
000000025521.jpg,640,480,apple,480.5,160.97,578.91,237.22
000000009077.jpg,640,427,orange,273.88,310.09,287.18,322.85
000000000715.jpg,640,480,orange,486.72,346.82,526.49,382.7
000000003742.jpg,640,480,apple,277.18,334.28,369.38,429.82
000000034915.jpg,414,500,orange,325.67,59.29,346.64,72.91
000000007913.jpg,500,375,orange,10.29,113.07,28.36,137.57
000000025521.jpg,640,480,apple,413.01,224.33,518.6,334.9
000000013980.jpg,640,457,apple,244.09,12.9,357,131.19
000000021776.jpg,640,360,apple,206.68,159.25,320.19,237.18
000000030447.jpg,640,480,apple,273.16,0.11,467.63,124.89
000000030447.jpg,640,480,apple,80.19,0,273.32,124.24
000000018336.jpg,480,640,apple,72.28,159.62,272.56,338.82
000000015953.jpg,480,640,apple,0,56.45,271.14,364.42
000000021776.jpg,640,360,apple,354.19,122.59,467.04,239.46
000000021217.jpg,639,640,apple,430.54,216.16,614.47,404.04
000000021217.jpg,639,640,apple,137.28,144.45,314.99,315.87
000000015947.jpg,640,480,banana,213.6,232.21,243.53,250.07
000000015947.jpg,640,480,apple,151.21,233.84,181.08,247.51
000000020908.jpg,612,612,orange,254.77,98.51,287.74,127.96
000000020908.jpg,612,612,apple,204.72,107.22,231.57,127.36
000000030932.jpg,330,500,apple,114,308.52,131.46,324.32
000000030932.jpg,330,500,apple,135.2,291.96,149.23,307.6
000000030932.jpg,330,500,apple,103.58,295.11,117.58,311.03
000000030932.jpg,330,500,apple,117.77,297.81,128.81,309.98
000000017909.jpg,479,640,apple,211.99,317.05,271.5,373.51
000000017909.jpg,479,640,apple,334.56,303.19,367.59,338.94
000000017909.jpg,479,640,apple,282.89,325.99,305.58,350.54
000000000715.jpg,640,480,orange,49,155,506,479
000000009077.jpg,640,427,orange,305,239,472,282
000000007913.jpg,500,375,apple,21,95,499,244
000000007934.jpg,640,480,banana,0,2.16,482.16,305.26
000000008562.jpg,640,417,banana,118.6,213.44,216.5,405.47
000000000902.jpg,640,427,banana,166,139.2,271.55,257.22
000000009511.jpg,640,480,banana,180.13,58.25,545.8,298.79
000000002902.jpg,640,427,banana,225.65,0,525.31,379.68
000000026625.jpg,453,640,banana,116.57,340.8,256.9,538.15
000000009511.jpg,640,480,banana,34.22,148.7,197.44,338.09
000000007367.jpg,640,480,banana,348.4,213.57,640,476.76
000000020966.jpg,640,480,banana,178.01,93.05,206.63,116.43
000000016123.jpg,480,640,banana,0,18.26,477.48,377.81
000000033946.jpg,483,640,banana,202.79,106.52,343.73,533.67
000000026812.jpg,333,500,banana,78.48,355.49,147.98,441.82
000000024714.jpg,640,426,banana,210.53,182.25,241.6,225.96
000000026812.jpg,333,500,banana,187.14,361.1,237.97,476.62
000000026812.jpg,333,500,banana,95.51,356.18,202.25,494.38
000000026041.jpg,640,426,banana,301.55,71.8,458.55,162.74
000000035820.jpg,640,480,banana,395.87,33.44,506.97,117.57
000000026041.jpg,640,426,banana,111.26,91.21,229.54,264.62
000000021260.jpg,480,640,banana,214.33,335.88,368.71,599.68
000000007367.jpg,640,480,banana,115.2,13.55,592.94,211.2
000000026812.jpg,333,500,banana,0,370.98,104.2,497.99
000000026041.jpg,640,426,banana,249.59,75.18,361.85,169.4
000000026041.jpg,640,426,banana,159.93,102.83,234.66,270.8
000000021260.jpg,480,640,banana,282.13,342.03,480,594.19
000000026812.jpg,333,500,banana,0,353.13,42.62,425.36
000000021447.jpg,640,276,banana,228.2,10.38,366.44,72.78
000000035820.jpg,640,480,banana,567.8,1.49,633.18,132.75
000000035820.jpg,640,480,banana,609.47,39.18,640,84.26
000000026041.jpg,640,426,banana,210.49,115.97,245.58,268.32
000000026812.jpg,333,500,banana,119.81,82.05,138.24,116.53
000000026812.jpg,333,500,banana,157.75,64.79,243.66,152.11
000000026812.jpg,333,500,banana,223.44,351.77,268.15,435.51
000000023363.jpg,640,467,apple,276.9,107.68,471.4,287.89
000000002902.jpg,640,427,apple,119.56,157.74,282.32,328.54
000000012073.jpg,500,375,apple,1.76,3.53,282.35,165
000000020966.jpg,640,480,apple,143.79,107.75,180.23,121.17
000000034086.jpg,640,480,apple,469.06,169.89,533.8,234.63
000000024714.jpg,640,426,apple,265.7,206.83,275.69,215.89
000000022374.jpg,640,480,apple,32.36,104.48,74.05,134.94
000000026041.jpg,640,426,apple,331.78,138.32,473.11,258.61
000000012073.jpg,500,375,apple,286.97,133.8,500,370.6
000000025411.jpg,314,500,apple,61.03,30.52,281.69,241.78
000000009866.jpg,640,480,apple,219.15,250.69,342.23,350.44
000000000670.jpg,640,427,apple,187.25,241.33,246.18,309.77
000000006753.jpg,443,640,apple,211.96,445.76,233.08,471.42
000000007944.jpg,640,411,apple,201.64,167.87,312.59,267.25
000000009185.jpg,640,428,apple,424.78,115.78,560.49,238.44
000000009866.jpg,640,480,apple,265.41,185.22,376.09,265.41
000000024714.jpg,640,426,apple,258.68,188.83,282.06,216.49
000000021286.jpg,375,500,apple,52.69,1.61,182.75,100.59
000000001888.jpg,640,427,apple,0,258.21,127.6,372.75
000000012428.jpg,640,480,apple,308.33,110.68,423.53,214.59
000000033297.jpg,640,427,apple,100.41,361.36,120.55,379.23
000000009185.jpg,640,428,apple,212.49,179.26,412.89,298.09
000000024849.jpg,480,640,apple,178.57,383.2,207.41,410.54
000000017629.jpg,385,500,apple,115.29,322.35,258.82,462.35
000000008562.jpg,640,417,apple,361.89,178,417.56,231.73
000000034570.jpg,640,509,apple,448,408.63,496.35,455.46
000000026041.jpg,640,426,apple,218.29,163.25,339.38,267.67
000000024714.jpg,640,426,apple,329.36,190.95,363.9,213.61
000000005469.jpg,438,640,apple,202.16,480.7,274.16,551.15
000000022142.jpg,640,517,apple,280.7,406.92,314.94,446.11
000000009866.jpg,640,480,apple,334.22,195.16,542.88,346.21
000000005469.jpg,438,640,apple,199.02,469.38,260.98,511.12
000000009038.jpg,640,427,apple,77.36,92.43,416.95,400.88
000000007934.jpg,640,480,apple,1.13,89.22,638.12,474.35
000000026041.jpg,640,426,apple,527.87,176.87,563.56,244.23
000000007367.jpg,640,480,apple,143.44,166.02,312.85,336.56
000000033297.jpg,640,427,apple,108.65,372.64,127.36,391.35
000000034104.jpg,640,480,apple,133.92,325.16,371.62,410.85
000000034104.jpg,640,480,apple,311.96,134.59,446.89,215.87
000000020966.jpg,640,480,apple,149.37,91.78,174.17,104.84
000000010196.jpg,640,443,apple,1.69,187.25,209.28,443
000000009038.jpg,640,427,apple,420.97,71.33,640,193.91
000000009511.jpg,640,480,apple,281.61,165.12,514.82,398.98
000000022142.jpg,640,517,apple,105.01,461.32,198.86,511.43
000000007934.jpg,640,480,apple,404.33,10.16,640,215.72
000000009511.jpg,640,480,apple,229.16,213.41,295.66,290.28
000000022256.jpg,428,640,apple,293.41,362.85,307.59,376.24
000000012428.jpg,640,480,apple,180.99,62.54,268.4,147.46
000000026662.jpg,612,612,apple,244.98,451.18,334.13,543.76
000000014783.jpg,640,427,apple,2,17.1,545,422.1
000000017108.jpg,480,640,apple,0,493.58,216.43,640
000000033297.jpg,640,427,apple,120.17,368.18,133.18,384.85
000000033946.jpg,483,640,apple,161.53,238.13,214.94,325.47
000000021447.jpg,640,276,apple,109.81,93.3,179.26,165.31
000000006753.jpg,443,640,apple,155.58,390.64,282.37,557.33
000000008114.jpg,500,339,apple,420.99,308.69,447.7,333.88
000000006792.jpg,640,427,apple,309.03,53.58,411.89,202.6
000000021447.jpg,640,276,apple,181.8,65.94,249.98,143.97
000000021447.jpg,640,276,apple,123.51,163.58,196.49,235.16
000000021447.jpg,640,276,apple,161.2,144.57,206.02,182.88
000000024714.jpg,640,426,apple,355.97,200.1,367.9,209.81
000000024714.jpg,640,426,apple,286.57,187.12,307.61,204
000000000670.jpg,640,427,apple,131.31,245.68,211.5,311.83
000000008562.jpg,640,417,apple,414.56,203.84,460.64,251.83
000000008562.jpg,640,417,apple,311.28,177.36,362.99,226.09
000000021447.jpg,640,276,apple,72.73,148.72,137.03,228.59
000000024877.jpg,640,427,apple,58.77,0.74,534.12,422.54
000000022142.jpg,640,517,apple,558.57,478,609.49,517
000000005469.jpg,438,640,apple,189.11,546.36,264.97,622.22
000000022142.jpg,640,517,apple,426.79,458.16,454.88,484.27
000000021447.jpg,640,276,apple,53.08,129.66,113.16,205.35
000000006792.jpg,640,427,apple,246.97,54.26,412.61,225.11
000000005469.jpg,438,640,apple,250.05,457.29,331.26,579.1
000000000670.jpg,640,427,apple,263.99,324.46,314.75,362.21
000000008562.jpg,640,417,apple,329.88,296.7,383.72,357.39
000000008562.jpg,640,417,apple,381.15,230.12,425.11,273.51
000000005469.jpg,438,640,apple,151.36,503.39,214.57,574.8
000000008562.jpg,640,417,apple,289.37,331.63,344.34,386.14
000000000670.jpg,640,427,apple,42.36,202.87,97.21,248.88
000000032665.jpg,640,640,apple,462.9,454.37,478.16,468.7
000000008562.jpg,640,417,apple,427.48,317.26,485.99,374.49
000000000670.jpg,640,427,apple,0,51.21,112.61,113
000000008562.jpg,640,417,apple,408.51,162.22,455.19,205.06
000000009866.jpg,640,480,orange,227.68,89.42,336.02,198.44
000000010037.jpg,640,426,orange,334,293.1,429,382.1
000000023363.jpg,640,467,orange,279.1,290.09,502.16,436.23
000000009866.jpg,640,480,orange,144.44,133.19,241.61,244.12
000000026041.jpg,640,426,orange,466.4,184.75,550.74,262.47
000000009866.jpg,640,480,orange,224.75,31.62,319.62,107.29
000000021260.jpg,480,640,orange,218.81,229.51,331.83,342.53
000000002902.jpg,640,427,orange,330.55,57.27,443.08,192.9
000000008562.jpg,640,417,orange,559.2,207.31,588.24,235.16
000000007367.jpg,640,480,orange,198.97,306.99,375.46,474.49
000000009185.jpg,640,428,orange,243.71,226.59,640,419.94
000000027190.jpg,640,426,orange,246.42,285.2,304.89,350.65
000000026041.jpg,640,426,orange,310.1,149.72,371.47,198.04
000000035741.jpg,640,480,orange,213.81,145.49,219.42,151.62
000000026041.jpg,640,426,orange,121.74,151.31,147.24,188.02
000000010196.jpg,640,443,orange,380.75,153.65,528.07,291.63
000000035741.jpg,640,480,orange,208.73,145.39,214.09,150.85
000000008562.jpg,640,417,orange,573.37,190.93,604.97,221.51
000000009185.jpg,640,428,orange,308.89,63.09,486.55,238.73
000000021260.jpg,480,640,orange,329.47,208.2,442.73,318.38
000000009185.jpg,640,428,orange,63.44,0.07,335.35,212.56
000000035741.jpg,640,480,orange,197.89,144.53,237.55,186.23
000000010037.jpg,640,426,orange,592.39,244.57,638.5,347.82
000000010196.jpg,640,443,orange,524.3,126.19,640,264.83
000000009866.jpg,640,480,orange,316.58,57.11,406.27,137.43
000000035741.jpg,640,480,orange,226.8,143.29,254.94,178.51
000000008562.jpg,640,417,orange,575.9,227.65,611.71,262.96
000000009185.jpg,640,428,orange,2.01,204.43,181.27,413.9
000000022256.jpg,428,640,orange,277.79,375.02,297.02,394.87
000000010196.jpg,640,443,orange,528.67,1.57,640,133.21
000000009185.jpg,640,428,orange,10.07,266.87,249.75,422.96
000000033946.jpg,483,640,orange,19.14,268.31,211.59,473.16
000000035741.jpg,640,480,orange,412.41,172.69,457.49,203.89
000000010037.jpg,640,426,orange,356.54,374.65,462.44,426
000000010037.jpg,640,426,orange,278.92,360.23,369.74,426
000000023363.jpg,640,467,orange,150.89,265.99,295.18,409.18
000000005469.jpg,438,640,orange,144.99,259,296.4,420.24
000000008562.jpg,640,417,orange,548.96,234.76,580.06,269.12
000000010196.jpg,640,443,orange,480.52,248.15,634.79,379.49
000000022256.jpg,428,640,orange,288.96,388.09,306.95,402.15
000000033946.jpg,483,640,orange,287.77,240.63,356.44,317.04
000000010037.jpg,640,426,orange,505.19,277.65,600.41,363.85
000000026041.jpg,640,426,orange,458.78,146.74,529.52,199.79
000000022256.jpg,428,640,orange,304.81,374.17,314.33,391.43
000000032665.jpg,640,640,orange,560.51,453.7,570.65,464.37
000000005469.jpg,438,640,orange,36.23,381.13,212.83,541.13
000000021260.jpg,480,640,orange,239.81,141.03,355.22,251.95
000000021260.jpg,480,640,orange,158.47,186.59,246.53,272.24
000000021260.jpg,480,640,orange,117.43,257.49,227.33,356.84
000000021260.jpg,480,640,orange,78.69,210.42,165.19,291.66
000000021260.jpg,480,640,orange,0,177.69,96.38,311.72
000000005469.jpg,438,640,orange,353.21,349.43,427.17,424.91
000000032665.jpg,640,640,banana,513.61,366.05,551.98,404.16
000000017108.jpg,480,640,banana,144.65,436.94,164.09,456.9
000000006753.jpg,443,640,banana,199.03,277.3,217.99,312.74
000000035741.jpg,640,480,banana,546.82,269.32,609.39,303.08
000000017108.jpg,480,640,banana,159.02,498.07,170.28,534.38
000000024849.jpg,480,640,banana,263.74,327.74,317.58,370.63
000000006753.jpg,443,640,banana,179.03,308.29,217.44,340.92
000000010784.jpg,640,423,banana,464.08,141.17,483.6,178.89
000000010784.jpg,640,423,banana,283.27,145.32,298,180.98
000000010784.jpg,640,423,banana,313.39,143.81,356.52,188.87
000000026812.jpg,333,500,banana,134.51,54.32,164.24,120.24
000000032665.jpg,640,640,banana,468.97,403.55,518.72,439.65
000000017108.jpg,480,640,banana,148.37,495.61,164.09,532.35
000000002429.jpg,640,480,banana,372.39,255.23,400.59,269.53
000000017108.jpg,480,640,banana,184.16,538.69,196.56,569.25
000000032665.jpg,640,640,banana,565.94,354.26,619.7,392.33
000000006753.jpg,443,640,banana,227.47,282.91,241.01,312.43
000000017108.jpg,480,640,banana,192.87,546.98,245.87,580.39
000000032665.jpg,640,640,banana,621.04,385.28,640,402.58
000000032068.jpg,640,480,banana,215.93,104.19,230.41,121.14
000000006753.jpg,443,640,banana,232.34,285.1,248.9,309.51
000000006753.jpg,443,640,banana,186.9,254.67,205.59,271.21
000000017108.jpg,480,640,banana,194.9,513.89,255.59,558.24
000000026812.jpg,333,500,banana,127.44,108.68,157.19,152.48
000000006753.jpg,443,640,banana,191.76,247.66,222.44,276.38
000000032665.jpg,640,640,banana,618.83,359.89,633.63,382.74
000000017108.jpg,480,640,banana,308.74,215.57,313.59,231.42
000000006753.jpg,443,640,banana,211.98,249.21,232.87,277.14
000000032665.jpg,640,640,banana,611.01,419.75,639.73,446.4
000000032665.jpg,640,640,banana,572.96,419.4,611.39,442.33
000000035741.jpg,640,480,banana,601.87,252.22,632.35,292.61
000000032665.jpg,640,640,banana,424.85,369.81,464.41,409.37
000000032665.jpg,640,640,banana,398.62,375.71,417.81,405.49
000000035741.jpg,640,480,banana,620.13,228.41,630.56,257.43
000000006753.jpg,443,640,banana,218.04,249.11,238.8,279.15
000000006753.jpg,443,640,banana,209.13,279.57,222.97,307.65
000000006753.jpg,443,640,banana,217.57,282.27,234.77,312.21
000000032665.jpg,640,640,banana,364.34,369.82,392.17,408.69
000000035741.jpg,640,480,banana,555.68,220.69,603.45,261.12
000000032665.jpg,640,640,banana,383.64,375.29,407.96,402.62
000000032665.jpg,640,640,banana,359.28,367,379.45,389.54
000000017108.jpg,480,640,banana,98.36,507.39,142.9,530.26
000000035741.jpg,640,480,banana,563.83,244.85,606.45,279.52
000000035741.jpg,640,480,banana,542.88,217.16,570.66,253.6
000000035741.jpg,640,480,banana,540.86,243.37,554,277.48
000000017108.jpg,480,640,banana,311.48,163.23,326.32,176.45
000000035741.jpg,640,480,banana,538.94,264.57,580.36,296.88
000000017108.jpg,480,640,banana,172.89,460.46,215.54,489.26
000000035741.jpg,640,480,banana,604.99,248.85,616.77,272.61
000000035741.jpg,640,480,banana,599.31,223.71,624.94,256.31
000000035741.jpg,640,480,banana,580.41,278.7,639.3,311.28
000000017108.jpg,480,640,banana,297.84,169.48,325.46,211.51
000000017108.jpg,480,640,banana,339.81,212.67,368.39,239.5
000000018312.jpg,640,480,apple,224.5,281.18,257.13,311.97
000000032068.jpg,640,480,apple,206.92,113.61,216.49,121.37
000000034570.jpg,640,509,apple,485.37,400.64,528.27,427.96
000000003242.jpg,612,612,apple,534.83,288.02,548.56,299.72
000000029342.jpg,500,500,apple,338.79,8.78,354.91,34.43
000000027190.jpg,640,426,apple,181.92,290.48,253.19,351.88
000000014366.jpg,640,426,apple,323.49,259.57,404.41,341.3
000000020966.jpg,640,480,apple,162.4,115.89,180.76,124.15
000000035741.jpg,640,480,apple,253.06,184.93,276.24,194.51
000000034104.jpg,640,480,apple,93.18,285.23,169.33,307.69
000000026812.jpg,333,500,apple,2.25,188.76,333,370.79
000000001401.jpg,354,500,apple,56.27,315.74,115.88,371.14
000000035741.jpg,640,480,apple,151.58,182.23,273.29,227.56
000000010478.jpg,640,426,apple,67.01,55,640,401.58
000000034086.jpg,640,480,apple,547.94,173.82,604.43,227.51
000000019528.jpg,640,480,apple,480.66,87.28,497.7,106.79
000000034086.jpg,640,480,apple,507.31,102.91,570.17,163.81
000000012428.jpg,640,480,apple,591.01,159.6,640,257.17
000000003242.jpg,612,612,apple,555.2,288.74,572.8,301.33
000000027718.jpg,640,480,apple,95.51,262.71,131.99,294.69
000000022142.jpg,640,517,apple,379.71,214.12,409.54,241.43
000000001401.jpg,354,500,apple,6.73,340.36,79.6,433.41
000000010784.jpg,640,423,apple,0,333.46,17.58,346.47
000000002429.jpg,640,480,apple,329.79,269.56,349.01,287.28
000000010478.jpg,640,426,apple,122.06,236.23,251.57,373.89
000000021260.jpg,480,640,apple,138.42,400.31,209.07,476.53
000000000670.jpg,640,427,apple,190.5,324.02,244.68,371.79
000000026625.jpg,453,640,apple,98.02,424.87,123.93,448.74
000000022953.jpg,640,478,apple,476.34,91.44,488.54,103.07
000000000670.jpg,640,427,apple,297.37,317.9,352.92,355.91
000000022142.jpg,640,517,apple,126.15,460.38,137.04,473.16
000000003242.jpg,612,612,apple,560.96,275.23,574.14,289.38
000000022256.jpg,428,640,apple,296.78,375.11,309.01,388.05
000000003242.jpg,612,612,apple,562.02,258.58,582.88,278.24
000000006753.jpg,443,640,apple,368.74,397,439.43,423.22
000000021740.jpg,640,480,apple,277.45,225.5,299.53,244.85
000000032068.jpg,640,480,apple,202.3,109.95,209.07,118.68
000000017488.jpg,640,428,apple,575.12,2.17,639.14,67.51
000000022953.jpg,640,478,apple,477.35,106.95,493.08,117.44
000000008691.jpg,427,640,apple,272.29,104.19,297.58,125.27
000000006753.jpg,443,640,apple,162.45,269.75,172.92,283.46
000000022142.jpg,640,517,apple,46.2,375.69,77.88,405.25
000000022256.jpg,428,640,apple,261.24,379.9,288.78,402.17
000000003242.jpg,612,612,apple,572.31,280.54,586.97,293.55
000000010784.jpg,640,423,apple,0,332.18,147.01,382.46
000000031157.jpg,640,480,apple,545.31,295.62,588.83,339.49
000000035820.jpg,640,480,apple,475.69,21.27,640,152.09
000000010784.jpg,640,423,apple,54.62,366.34,206.32,404.88
000000008691.jpg,427,640,apple,322.48,122.64,346.61,142.56
000000022142.jpg,640,517,apple,609.7,496.21,640,517
000000014366.jpg,640,426,apple,150.3,258.47,230.09,334.7
000000018312.jpg,640,480,apple,262.28,73.01,337.38,153.06
