filename,height,width,class,xmin,ymin,xmax,ymax
PUZZLE_COURTYARD_T_H_frame_1600_jpg.rf.2fbe17ce542f170c37137955d92c89c0.jpg,720,1280,2,624,483,1035,718
PUZZLE_OFFICE_T_S_frame_0400_jpg.rf.2fc2ff5108c8038e6419ce5c11b4c1d2.jpg,720,1280,1,179,513,540,710
PUZZLE_OFFICE_T_S_frame_0400_jpg.rf.2fc2ff5108c8038e6419ce5c11b4c1d2.jpg,720,1280,2,641,456,996,709
CHESS_LIVINGROOM_T_H_frame_0025_jpg.rf.2fc91569e237665d74bf794636721ef4.jpg,720,1280,1,6,140,145,285
CHESS_LIVINGROOM_T_H_frame_0025_jpg.rf.2fc91569e237665d74bf794636721ef4.jpg,720,1280,2,705,1,944,256
PUZZLE_LIVINGROOM_S_H_frame_2239_jpg.rf.2fdc9e204faa0a8b6c76d4c4de1b87b1.jpg,720,1280,2,712,668,858,717
JENGA_LIVINGROOM_T_S_frame_0588_jpg.rf.2fd6baba151cf1c4353bd45754bc48e7.jpg,720,1280,1,6,362,416,718
CARDS_COURTYARD_H_S_frame_1832_jpg.rf.2fe011b3d3f1465b33984f87a5eac592.jpg,720,1280,1,187,509,499,719
CARDS_COURTYARD_H_S_frame_1832_jpg.rf.2fe011b3d3f1465b33984f87a5eac592.jpg,720,1280,2,710,379,926,594
JENGA_OFFICE_T_H_frame_0543_jpg.rf.2feefe39d830af98cf648f8a787d9eec.jpg,720,1280,1,342,696,415,718
JENGA_COURTYARD_T_S_frame_2425_jpg.rf.302bf3b54d2ef4d5a52f85c1aa3de3c0.jpg,720,1280,1,104,345,477,605
JENGA_COURTYARD_T_S_frame_2425_jpg.rf.302bf3b54d2ef4d5a52f85c1aa3de3c0.jpg,720,1280,2,431,340,777,712
JENGA_LIVINGROOM_S_T_frame_0579_jpg.rf.3056a1f8304615c6324ff4724110f1ea.jpg,720,1280,2,568,439,989,719
JENGA_LIVINGROOM_S_T_frame_0579_jpg.rf.3056a1f8304615c6324ff4724110f1ea.jpg,720,1280,1,0,451,423,719
PUZZLE_OFFICE_T_S_frame_0459_jpg.rf.307773daa4067110b2aa6af8be8b67f7.jpg,720,1280,2,603,447,876,708
PUZZLE_OFFICE_T_S_frame_0459_jpg.rf.307773daa4067110b2aa6af8be8b67f7.jpg,720,1280,1,218,579,563,715
JENGA_COURTYARD_B_H_frame_0887_jpg.rf.307845ee9ddfab8ffb39e2723719f0dd.jpg,720,1280,1,407,697,494,718
JENGA_COURTYARD_B_H_frame_0887_jpg.rf.307845ee9ddfab8ffb39e2723719f0dd.jpg,720,1280,2,618,430,850,719
CHESS_LIVINGROOM_S_B_frame_1194_jpg.rf.3079003a81215a6bb0fab4fe6a762edc.jpg,720,1280,1,3,565,93,634
CHESS_LIVINGROOM_S_B_frame_1194_jpg.rf.3079003a81215a6bb0fab4fe6a762edc.jpg,720,1280,2,613,341,1180,664
CARDS_COURTYARD_T_B_frame_1480_jpg.rf.307d8b1486afb1de0a23a787943a84d1.jpg,720,1280,2,538,568,768,719
CARDS_COURTYARD_T_B_frame_1480_jpg.rf.307d8b1486afb1de0a23a787943a84d1.jpg,720,1280,1,175,618,400,719
JENGA_LIVINGROOM_B_H_frame_2004_jpg.rf.3089fac243b75a2a5be0875e9d746c5b.jpg,720,1280,2,672,152,1034,540
JENGA_OFFICE_B_S_frame_0364_jpg.rf.30795c14b907bd61d091e1130c448812.jpg,720,1280,1,325,672,518,716
JENGA_COURTYARD_S_T_frame_0904_jpg.rf.308a590e345c08ad0c68854cdf5a25df.jpg,720,1280,2,598,252,939,610
JENGA_COURTYARD_T_S_frame_2670_jpg.rf.309425744c20ca427ce187c1e872fb09.jpg,720,1280,1,86,489,400,716
JENGA_COURTYARD_T_S_frame_2670_jpg.rf.309425744c20ca427ce187c1e872fb09.jpg,720,1280,2,664,436,845,716
CARDS_OFFICE_T_H_frame_0487_jpg.rf.30d25c58adcfcb93e2c690d0a2a939b3.jpg,720,1280,1,198,630,435,719
CARDS_OFFICE_T_H_frame_0487_jpg.rf.30d25c58adcfcb93e2c690d0a2a939b3.jpg,720,1280,2,525,528,789,719
CHESS_OFFICE_T_H_frame_2556_jpg.rf.3092e68f834e329c7d80b26cdceab1cc.jpg,720,1280,1,166,621,381,718
CHESS_OFFICE_T_H_frame_2556_jpg.rf.3092e68f834e329c7d80b26cdceab1cc.jpg,720,1280,2,382,636,583,714
CHESS_OFFICE_S_B_frame_1485_jpg.rf.31189538d185705022190de177687031.jpg,720,1280,1,7,345,473,719
PUZZLE_COURTYARD_S_B_frame_0100_jpg.rf.30fce261080532cee7eadfa8a7f59cf2.jpg,720,1280,1,155,673,356,717
PUZZLE_COURTYARD_S_B_frame_0100_jpg.rf.30fce261080532cee7eadfa8a7f59cf2.jpg,720,1280,2,828,603,1075,717
PUZZLE_OFFICE_B_H_frame_1660_jpg.rf.313e21a115b9836cefead709a91012c8.jpg,720,1280,2,573,395,1021,652
CHESS_LIVINGROOM_H_T_frame_2451_jpg.rf.313f87ea0869c10b6e6a1d754aafa2db.jpg,720,1280,1,3,621,164,712
CHESS_LIVINGROOM_H_T_frame_2451_jpg.rf.313f87ea0869c10b6e6a1d754aafa2db.jpg,720,1280,2,914,4,1279,318
CARDS_LIVINGROOM_B_T_frame_2509_jpg.rf.31644fc3af2f68695089efde6ec413a1.jpg,720,1280,2,594,680,694,718
CARDS_COURTYARD_H_S_frame_0245_jpg.rf.31807da87d4adc7a84bdeb6b9ff2a172.jpg,720,1280,1,304,661,386,719
CARDS_COURTYARD_H_S_frame_0245_jpg.rf.31807da87d4adc7a84bdeb6b9ff2a172.jpg,720,1280,2,617,502,854,718
JENGA_LIVINGROOM_H_B_frame_0761_jpg.rf.31adcc025e35090f8bbf3ad093036420.jpg,720,1280,2,648,368,956,711
CHESS_LIVINGROOM_B_S_frame_2521_jpg.rf.31b994526e7eb76b0b2c26adb1b3d66a.jpg,720,1280,2,711,497,1093,716
CARDS_LIVINGROOM_B_T_frame_0321_jpg.rf.31c1eea74e87630534085d03ffaf60bc.jpg,720,1280,1,166,623,482,718
CARDS_LIVINGROOM_B_T_frame_0321_jpg.rf.31c1eea74e87630534085d03ffaf60bc.jpg,720,1280,2,647,614,938,718
JENGA_OFFICE_T_H_frame_1511_jpg.rf.31fad3e56eec786851815ba875106051.jpg,720,1280,1,329,169,472,465
JENGA_OFFICE_T_H_frame_1511_jpg.rf.31fad3e56eec786851815ba875106051.jpg,720,1280,2,612,178,719,438
CARDS_COURTYARD_T_B_frame_2132_jpg.rf.32089924dd314659f6b2cda73c3b1760.jpg,720,1280,2,539,510,959,719
CARDS_COURTYARD_T_B_frame_2132_jpg.rf.32089924dd314659f6b2cda73c3b1760.jpg,720,1280,1,192,590,366,719
CARDS_COURTYARD_S_H_frame_0903_jpg.rf.321f7ec4cd8497f0c8baad7b7628f86a.jpg,720,1280,1,18,360,315,695
CARDS_COURTYARD_T_B_frame_2011_jpg.rf.3227fa43b17dd4b3c5063ea30be54e77.jpg,720,1280,1,279,658,383,717
CARDS_COURTYARD_T_B_frame_2011_jpg.rf.3227fa43b17dd4b3c5063ea30be54e77.jpg,720,1280,2,693,592,988,716
CHESS_COURTYARD_B_T_frame_0813_jpg.rf.3258210e513db999b17db561d5559f29.jpg,720,1280,1,253,644,477,718
CHESS_OFFICE_H_T_frame_1820_jpg.rf.3242672fa2c96d72b48f90634d2230a2.jpg,720,1280,2,678,387,873,577
CHESS_COURTYARD_T_B_frame_2667_jpg.rf.32c0d94f96e6151db15d13c295fe42ef.jpg,720,1280,1,2,680,232,718
CHESS_COURTYARD_T_B_frame_2667_jpg.rf.32c0d94f96e6151db15d13c295fe42ef.jpg,720,1280,2,255,632,542,718
CARDS_OFFICE_H_T_frame_1085_jpg.rf.32dc0ee21ced2d240e9a86e21b7ed2fa.jpg,720,1280,1,205,638,283,718
CARDS_OFFICE_H_T_frame_1085_jpg.rf.32dc0ee21ced2d240e9a86e21b7ed2fa.jpg,720,1280,2,620,652,806,718
JENGA_LIVINGROOM_H_B_frame_0664_jpg.rf.32cba2c0fee1bf94e3e49050b5979f20.jpg,720,1280,2,589,375,886,697
PUZZLE_LIVINGROOM_T_B_frame_1847_jpg.rf.330afe8d3e2d0c353ba7a759a3e161a8.jpg,720,1280,1,1,504,217,710
PUZZLE_COURTYARD_H_T_frame_1211_jpg.rf.32ff49ff32e171e04d3b931d3ccd8b3f.jpg,720,1280,1,3,576,195,718
PUZZLE_COURTYARD_H_T_frame_1211_jpg.rf.32ff49ff32e171e04d3b931d3ccd8b3f.jpg,720,1280,2,397,523,589,718
JENGA_LIVINGROOM_S_T_frame_1461_jpg.rf.330ac758bc609f1d4ab86133201c6aed.jpg,720,1280,1,351,447,730,718
JENGA_LIVINGROOM_S_T_frame_1461_jpg.rf.330ac758bc609f1d4ab86133201c6aed.jpg,720,1280,2,1086,625,1279,718
CHESS_COURTYARD_H_S_frame_0741_jpg.rf.32f3ff89342374653e0cfee4cdc07224.jpg,720,1280,2,674,681,839,717
JENGA_COURTYARD_S_T_frame_2535_jpg.rf.331bcce42c808ec63d91e7575bbb9339.jpg,720,1280,1,210,531,394,716
JENGA_COURTYARD_S_T_frame_2535_jpg.rf.331bcce42c808ec63d91e7575bbb9339.jpg,720,1280,2,532,376,840,718
CHESS_COURTYARD_H_S_frame_1167_jpg.rf.33251a6c83ddcae6f3c8ccbb76024cb6.jpg,720,1280,2,837,502,1122,716
CHESS_LIVINGROOM_S_B_frame_1606_jpg.rf.332f28d59c3c349179a3a04739a58b71.jpg,720,1280,1,1,580,410,713
JENGA_OFFICE_B_S_frame_0835_jpg.rf.3333b2d8c17149d4c56a9d53e6676aa2.jpg,720,1280,2,555,622,770,717
CHESS_OFFICE_S_B_frame_1067_jpg.rf.333ff5bb021d2e4ca9bc07bd2123fd34.jpg,720,1280,2,750,379,1150,716
CARDS_OFFICE_H_T_frame_0249_jpg.rf.3360bf999ae3d8ec907f5169fc5f064f.jpg,720,1280,1,84,438,488,718
CARDS_OFFICE_H_T_frame_0249_jpg.rf.3360bf999ae3d8ec907f5169fc5f064f.jpg,720,1280,2,561,388,874,684
JENGA_OFFICE_T_H_frame_1063_jpg.rf.336368057822db0732f3f962a1f7ac6e.jpg,720,1280,2,498,512,782,715
CARDS_LIVINGROOM_B_T_frame_1832_jpg.rf.33c4d3003899b9fe5937226eda4ebc15.jpg,720,1280,2,639,477,989,718
PUZZLE_OFFICE_H_B_frame_0806_jpg.rf.33e1640bbeb9bdf9d9945a7f89fc0a69.jpg,720,1280,2,958,672,1145,718
JENGA_COURTYARD_H_B_frame_1298_jpg.rf.33f29df0cea45e599a62c71f17933c58.jpg,720,1280,2,539,663,747,718
PUZZLE_COURTYARD_H_T_frame_0153_jpg.rf.340bc3a03c77479532d1ed1470535e02.jpg,720,1280,1,243,651,419,717
PUZZLE_COURTYARD_H_T_frame_0153_jpg.rf.340bc3a03c77479532d1ed1470535e02.jpg,720,1280,2,750,553,1058,718
PUZZLE_OFFICE_B_H_frame_2102_jpg.rf.3421ef39c6fd930185aad78ccb953a9c.jpg,720,1280,1,209,533,503,719
PUZZLE_OFFICE_B_H_frame_2102_jpg.rf.3421ef39c6fd930185aad78ccb953a9c.jpg,720,1280,2,686,430,1071,705
CARDS_LIVINGROOM_S_H_frame_0930_jpg.rf.34289dcd087613cfc60eba0309909a5e.jpg,720,1280,1,226,688,306,718
CARDS_LIVINGROOM_S_H_frame_0930_jpg.rf.34289dcd087613cfc60eba0309909a5e.jpg,720,1280,2,620,695,662,716
PUZZLE_COURTYARD_T_H_frame_0108_jpg.rf.342ecba22bcd845c05b51045a3617a7b.jpg,720,1280,1,26,640,313,718
CARDS_COURTYARD_B_T_frame_1945_jpg.rf.3463c9c300d3be27312d29e075c80f4e.jpg,720,1280,2,684,692,730,717
CARDS_COURTYARD_T_B_frame_0760_jpg.rf.34749e9b35b69b3b65c11e23f2ca1826.jpg,720,1280,1,142,495,440,713
CARDS_COURTYARD_T_B_frame_0760_jpg.rf.34749e9b35b69b3b65c11e23f2ca1826.jpg,720,1280,2,528,431,901,717
CARDS_OFFICE_H_T_frame_1219_jpg.rf.34831d8206723f69ae64003e09649f93.jpg,720,1280,1,162,602,444,718
CARDS_OFFICE_H_T_frame_1219_jpg.rf.34831d8206723f69ae64003e09649f93.jpg,720,1280,2,705,406,1037,685
CHESS_COURTYARD_H_S_frame_1027_jpg.rf.3496190a41281c41294f3174f10a438f.jpg,720,1280,2,750,663,969,717
PUZZLE_LIVINGROOM_T_B_frame_2318_jpg.rf.34d5f3c97688f829d1ffeaa3b631563d.jpg,720,1280,1,6,603,166,714
PUZZLE_LIVINGROOM_T_B_frame_2318_jpg.rf.34d5f3c97688f829d1ffeaa3b631563d.jpg,720,1280,2,476,594,1060,718
CARDS_LIVINGROOM_H_S_frame_2600_jpg.rf.34fa70b46cab70954da2e71f90f1171f.jpg,720,1280,1,99,470,362,716
CARDS_LIVINGROOM_H_S_frame_2600_jpg.rf.34fa70b46cab70954da2e71f90f1171f.jpg,720,1280,2,547,448,781,719
CHESS_OFFICE_T_H_frame_1499_jpg.rf.350c0131041862cffccfdac03456d72c.jpg,720,1280,1,185,663,386,717
CHESS_OFFICE_T_H_frame_1499_jpg.rf.350c0131041862cffccfdac03456d72c.jpg,720,1280,2,394,634,591,718
CARDS_LIVINGROOM_B_T_frame_2466_jpg.rf.35549640f165237e7e9eef5112ed1746.jpg,720,1280,1,228,686,287,716
CARDS_LIVINGROOM_B_T_frame_2466_jpg.rf.35549640f165237e7e9eef5112ed1746.jpg,720,1280,2,633,646,783,718
JENGA_LIVINGROOM_B_H_frame_2538_jpg.rf.357786c21c3fcc98baffc507d7fee547.jpg,720,1280,1,5,438,340,718
JENGA_LIVINGROOM_B_H_frame_2538_jpg.rf.357786c21c3fcc98baffc507d7fee547.jpg,720,1280,2,680,447,1104,715
PUZZLE_OFFICE_S_T_frame_1747_jpg.rf.357d8a83a676ec68a6fd2d689d65e5c5.jpg,720,1280,1,3,176,214,342
JENGA_LIVINGROOM_S_T_frame_0015_jpg.rf.35dc2756692741862c087da4726bef35.jpg,720,1280,1,219,682,395,718
JENGA_LIVINGROOM_H_B_frame_1393_jpg.rf.35dd7253187418d0d377227ec614df21.jpg,720,1280,1,7,316,210,570
JENGA_LIVINGROOM_H_B_frame_1393_jpg.rf.35dd7253187418d0d377227ec614df21.jpg,720,1280,2,730,216,1031,700
CARDS_COURTYARD_S_H_frame_1220_jpg.rf.35ddf50741fd4ddc34c755c55ffa562e.jpg,720,1280,2,588,434,830,710
CHESS_LIVINGROOM_S_B_frame_2132_jpg.rf.35f4482ceea94114a3043d91b908bb00.jpg,720,1280,1,2,442,368,718
CHESS_LIVINGROOM_S_B_frame_2132_jpg.rf.35f4482ceea94114a3043d91b908bb00.jpg,720,1280,2,968,638,1229,717
CARDS_LIVINGROOM_T_B_frame_1582_jpg.rf.35f57e79cc933cd96cddf49ecbacb4de.jpg,720,1280,2,410,542,902,717
PUZZLE_OFFICE_T_S_frame_1821_jpg.rf.36636825ecc78e58002a7d1a4c037211.jpg,720,1280,1,72,468,431,711
PUZZLE_OFFICE_T_S_frame_1821_jpg.rf.36636825ecc78e58002a7d1a4c037211.jpg,720,1280,2,547,375,847,675
JENGA_COURTYARD_H_B_frame_1759_jpg.rf.3672d1eaf306774fef2ec62b907315de.jpg,720,1280,1,419,201,641,530
JENGA_COURTYARD_H_B_frame_1759_jpg.rf.3672d1eaf306774fef2ec62b907315de.jpg,720,1280,2,597,250,853,665
CHESS_OFFICE_T_H_frame_1946_jpg.rf.3678c5b19545db7ce2cb1592b0624f85.jpg,720,1280,1,137,589,366,717
CHESS_OFFICE_T_H_frame_1946_jpg.rf.3678c5b19545db7ce2cb1592b0624f85.jpg,720,1280,2,317,606,585,718
PUZZLE_LIVINGROOM_T_B_frame_1330_jpg.rf.3679c095097957332a8972a316382378.jpg,720,1280,1,9,576,240,696
PUZZLE_LIVINGROOM_T_B_frame_1330_jpg.rf.3679c095097957332a8972a316382378.jpg,720,1280,2,564,486,1103,712
JENGA_OFFICE_B_S_frame_1784_jpg.rf.367d229840893e96bb0b3c125b004963.jpg,720,1280,2,400,452,715,714
PUZZLE_LIVINGROOM_H_S_frame_0456_jpg.rf.3696ea147d03dfbd890bcde3767b4da8.jpg,720,1280,1,3,630,229,718
PUZZLE_LIVINGROOM_H_S_frame_0456_jpg.rf.3696ea147d03dfbd890bcde3767b4da8.jpg,720,1280,2,988,463,1279,718
CHESS_COURTYARD_H_S_frame_1866_jpg.rf.36cc9167d5ec111f7cbfac473774e38b.jpg,720,1280,2,683,408,872,567
CHESS_OFFICE_B_S_frame_0124_jpg.rf.36dce301872b125989392b152c63c89e.jpg,720,1280,2,646,441,947,673
PUZZLE_LIVINGROOM_S_H_frame_2129_jpg.rf.370b4fc32b5a6effa2c828a681dc10f8.jpg,720,1280,2,601,633,925,718
CHESS_LIVINGROOM_T_H_frame_1895_jpg.rf.370e98937dadbc910f7f22697ec97d29.jpg,720,1280,2,369,288,859,634
JENGA_COURTYARD_H_B_frame_0399_jpg.rf.371472a54870ed5e72dfd6863909388c.jpg,720,1280,2,618,4,938,405
CARDS_COURTYARD_S_H_frame_1412_jpg.rf.371863c68417a240785f41b6cdb50656.jpg,720,1280,1,325,593,482,718
CARDS_COURTYARD_S_H_frame_1412_jpg.rf.371863c68417a240785f41b6cdb50656.jpg,720,1280,2,601,684,772,718
PUZZLE_OFFICE_H_B_frame_1914_jpg.rf.371c784bd6ab1b86baa87df915d3eb57.jpg,720,1280,1,284,578,581,719
PUZZLE_OFFICE_H_B_frame_1914_jpg.rf.371c784bd6ab1b86baa87df915d3eb57.jpg,720,1280,2,657,535,907,718
CARDS_OFFICE_T_H_frame_1425_jpg.rf.37346c64eede7cf42f08d3ca0b860421.jpg,720,1280,1,308,692,359,719
CARDS_OFFICE_T_H_frame_1425_jpg.rf.37346c64eede7cf42f08d3ca0b860421.jpg,720,1280,2,567,598,802,719
JENGA_LIVINGROOM_H_B_frame_1661_jpg.rf.3736ef5025038518d33705b3c67e744f.jpg,720,1280,1,167,664,389,714
JENGA_LIVINGROOM_H_B_frame_1661_jpg.rf.3736ef5025038518d33705b3c67e744f.jpg,720,1280,2,655,392,910,713
PUZZLE_COURTYARD_B_S_frame_0700_jpg.rf.37601108f46e2517abbdb3306a14323d.jpg,720,1280,2,595,654,848,719
CHESS_COURTYARD_T_B_frame_0947_jpg.rf.3789496cfb354c1e7e33663bd61d2472.jpg,720,1280,1,13,567,327,718
CHESS_COURTYARD_T_B_frame_0947_jpg.rf.3789496cfb354c1e7e33663bd61d2472.jpg,720,1280,2,382,622,656,718
CARDS_OFFICE_T_H_frame_0080_jpg.rf.378b4ee721af6bd3a691d5f8019edab0.jpg,720,1280,1,264,682,416,718
CARDS_OFFICE_T_H_frame_0080_jpg.rf.378b4ee721af6bd3a691d5f8019edab0.jpg,720,1280,2,586,570,772,718
PUZZLE_COURTYARD_S_B_frame_1200_jpg.rf.3790d6c3a21bd1a09ace310fafdf6158.jpg,720,1280,1,1,518,233,716
PUZZLE_COURTYARD_S_B_frame_1200_jpg.rf.3790d6c3a21bd1a09ace310fafdf6158.jpg,720,1280,2,612,647,903,718
JENGA_LIVINGROOM_S_T_frame_1030_jpg.rf.379a8bc47df5fcf8303fef851fd427fc.jpg,720,1280,1,16,407,467,714
JENGA_LIVINGROOM_S_T_frame_1030_jpg.rf.379a8bc47df5fcf8303fef851fd427fc.jpg,720,1280,2,522,498,999,718
PUZZLE_OFFICE_B_H_frame_0573_jpg.rf.37bc958249e791423d3046ab273c8522.jpg,720,1280,1,5,509,329,716
PUZZLE_OFFICE_B_H_frame_0573_jpg.rf.37bc958249e791423d3046ab273c8522.jpg,720,1280,2,691,344,1013,581
PUZZLE_LIVINGROOM_T_B_frame_0709_jpg.rf.37ce5fd6eba87f3eb14c86cc42f05aad.jpg,720,1280,1,2,519,210,717
PUZZLE_LIVINGROOM_T_B_frame_0709_jpg.rf.37ce5fd6eba87f3eb14c86cc42f05aad.jpg,720,1280,2,444,532,887,716
JENGA_LIVINGROOM_S_T_frame_0591_jpg.rf.37ec2bac290c41b2cbaa0b56acc00f7e.jpg,720,1280,1,1,576,264,718
JENGA_LIVINGROOM_S_T_frame_0591_jpg.rf.37ec2bac290c41b2cbaa0b56acc00f7e.jpg,720,1280,2,448,585,772,718
JENGA_LIVINGROOM_T_S_frame_0338_jpg.rf.37edba2eb84f32d8f3b41707868ea2cc.jpg,720,1280,1,4,282,424,717
